	dir chrom start end
Glyma18g52490 - Gm18 61085620 61089075
Glyma18g52500 + Gm18 61089965 61092436
Glyma18g52510 - Gm18 61093353 61094254
Glyma18g52520 - Gm18 61096688 61107730
Glyma18g52530 + Gm18 61112207 61114202
Glyma18g52540 - Gm18 61116726 61131695
Glyma18g52560 - Gm18 61138622 61146739
Glyma18g52570 - Gm18 61148001 61150277
Glyma18g52580 - Gm18 61152049 61154501
Glyma18g52590 - Gm18 61159638 61160684
Glyma18g52600 - Gm18 61162047 61165857
Glyma18g52610 + Gm18 61172914 61175745
Glyma18g52620 + Gm18 61182246 61183888
Glyma18g52630 - Gm18 61187734 61194480
Glyma18g52640 + Gm18 61195654 61198513
Glyma18g52650 - Gm18 61203297 61206186
Glyma18g52660 - Gm18 61211613 61213071
Glyma18g52670 + Gm18 61221195 61223840
Glyma18g52680 + Gm18 61226453 61227780
Glyma18g52690 - Gm18 61229877 61230630
Glyma18g52700 + Gm18 61232903 61234321
Glyma18g52710 - Gm18 61235654 61236150
Glyma18g52720 + Gm18 61236787 61241222
Glyma18g52730 - Gm18 61241548 61242326
Glyma18g52740 - Gm18 61244389 61245246
Glyma18g52750 + Gm18 61248610 61249504
Glyma18g52760 - Gm18 61262403 61264293
Glyma18g52770 + Gm18 61265801 61269217
Glyma18g52780 + Gm18 61272514 61274212
Glyma18g52790 + Gm18 61276787 61280729
Glyma18g52800 - Gm18 61281636 61283472
Glyma18g52810 - Gm18 61285312 61289714
Glyma18g52820 - Gm18 61290203 61290924
Glyma18g52830 - Gm18 61292149 61292618
Glyma18g52840 - Gm18 61296426 61297520
Glyma18g52850 + Gm18 61301821 61301937
Glyma18g52860 - Gm18 61306195 61309857
Glyma18g52870 - Gm18 61312001 61315123
Glyma18g52880 - Gm18 61329516 61330604
Glyma18g52890 + Gm18 61336453 61345880
Glyma18g52900 - Gm18 61349995 61352785
Glyma18g52910 + Gm18 61353634 61354766
Glyma18g52920 + Gm18 61357288 61357922
Glyma18g52930 + Gm18 61366722 61368957
Glyma18g52940 - Gm18 61370133 61372691
Glyma18g52950 + Gm18 61374946 61375860
Glyma18g52970 - Gm18 61381086 61382172
Glyma18g52980 - Gm18 61387845 61393133
Glyma18g52990 - Gm18 61395028 61400622
Glyma18g53000 - Gm18 61402784 61412516
Glyma18g53010 - Gm18 61412641 61414185
Glyma18g53020 - Gm18 61416356 61419904
Glyma18g53030 + Gm18 61422490 61426476
Glyma18g53040 + Gm18 61429834 61432864
Glyma18g53050 + Gm18 61434592 61439004
Glyma18g53060 + Gm18 61442575 61442880
Glyma18g53070 - Gm18 61456266 61456943
Glyma18g53080 + Gm18 61461775 61462377
Glyma18g53090 + Gm18 61463581 61464127
Glyma18g53100 - Gm18 61464658 61468839
Glyma18g53110 - Gm18 61471558 61473390
Glyma18g53120 + Gm18 61474334 61474882
Glyma18g53140 + Gm18 61482681 61484279
Glyma18g53150 + Gm18 61495447 61495754
Glyma18g53160 + Gm18 61496968 61497674
Glyma18g53170 + Gm18 61503306 61506118
Glyma18g53180 + Gm18 61507709 61515135
Glyma18g53190 + Gm18 61517339 61518119
Glyma18g53200 + Gm18 61521717 61522552
Glyma18g53210 + Gm18 61524039 61524667
Glyma18g53220 + Gm18 61526297 61529513
Glyma18g53230 + Gm18 61533711 61534304
Glyma18g53250 + Gm18 61559244 61561078
Glyma18g53260 - Gm18 61561388 61562966
Glyma18g53270 - Gm18 61564808 61565690
Glyma18g53290 - Gm18 61572630 61574493
Glyma18g53300 + Gm18 61581218 61582189
Glyma18g53310 + Gm18 61584163 61587093
Glyma18g53320 + Gm18 61588053 61588935
Glyma18g53330 - Gm18 61589393 61594263
Glyma18g53340 - Gm18 61603524 61604321
Glyma18g53350 + Gm18 61612958 61617024
Glyma18g53360 + Gm18 61618225 61622408
Glyma18g53370 + Gm18 61672564 61676135
Glyma18g53380 - Gm18 61678323 61681455
Glyma18g53390 + Gm18 61682076 61683418
Glyma18g53400 - Gm18 61684439 61688080
Glyma18g53410 + Gm18 61695167 61697394
Glyma18g53420 + Gm18 61702988 61705136
Glyma18g53430 - Gm18 61708880 61709663
Glyma18g53440 + Gm18 61720630 61721669
Glyma18g53450 - Gm18 61742737 61746530
Glyma18g53460 + Gm18 61777873 61778640
Glyma18g53470 + Gm18 61783219 61789602
Glyma18g53480 + Gm18 61791229 61793278
Glyma18g53490 - Gm18 61795733 61796559
Glyma18g53500 - Gm18 61799644 61800675
Glyma18g53510 - Gm18 61801574 61807933
Glyma18g53520 - Gm18 61809543 61817604
Glyma18g53540 - Gm18 61822719 61840050
Glyma18g53570 - Gm18 61854607 61858738
Glyma18g53580 - Gm18 61862303 61863325
Glyma18g53590 + Gm18 61870042 61876867
Glyma18g53600 + Gm18 61877948 61881606
Glyma18g53610 + Gm18 61885459 61888618
Glyma18g53620 + Gm18 61889084 61893542
Glyma18g53630 - Gm18 61894888 61901498
Glyma18g53640 + Gm18 61912565 61915387
Glyma18g53650 + Gm18 61917413 61922607
Glyma18g53660 - Gm18 61917447 61918464
Glyma18g53670 + Gm18 61937420 61937709
Glyma18g53680 + Gm18 61944058 61949888
Glyma18g53690 + Gm18 61960954 61963234
Glyma18g53700 + Gm18 61964545 61968719
Glyma18g53710 + Gm18 61970297 61974248
Glyma18g53720 - Gm18 61995474 61996714
Glyma18g53730 - Gm18 62008685 62012060
Glyma18g53740 + Gm18 62025191 62025810
Glyma18g53750 + Gm18 62032965 62039731
Glyma18g53760 - Gm18 62042981 62047405
Glyma18g53770 - Gm18 62047817 62052503
Glyma18g53780 + Gm18 62054577 62059141
Glyma18g53790 - Gm18 62061370 62062137
Glyma18g53800 - Gm18 62062549 62063504
Glyma18g53810 - Gm18 62064547 62072036
Glyma18g53830 + Gm18 62116771 62117372
Glyma18g53840 + Gm18 62119739 62121371
Glyma18g53850 - Gm18 62121982 62123472
Glyma18g53860 + Gm18 62131705 62133243
Glyma18g53870 - Gm18 62135205 62136584
Glyma18g53880 + Gm18 62142839 62150000
Glyma18g53890 + Gm18 62150590 62151970
Glyma18g53900 - Gm18 62158294 62159513
Glyma18g53910 + Gm18 62176349 62181063
Glyma18g53930 - Gm18 62184350 62186223
Glyma18g53940 - Gm18 62193918 62196747
Glyma18g53950 + Gm18 62217469 62219181
Glyma18g53970 - Gm18 62235852 62237314
Glyma18g53980 + Gm18 62240891 62241100
Glyma18g53990 - Gm18 62243638 62246486
Glyma18g54000 + Gm18 62249546 62251202
Glyma18g54010 + Gm18 62257926 62259888
Glyma18g54020 + Gm18 62278324 62280692
Glyma18g54030 + Gm18 62299329 62300362
Glyma18g54040 + Gm18 62304917 62306786
Glyma19g00200 - Gm19 16216 20467
Glyma19g00210 - Gm19 21719 22686
Glyma19g00220 + Gm19 30059 34573
Glyma19g00230 - Gm19 34974 39628
Glyma19g00240 - Gm19 60172 61461
Glyma19g00250 + Gm19 58988 67258
Glyma19g00260 + Gm19 70903 75981
Glyma19g00270 - Gm19 86882 92749
Glyma19g00280 + Gm19 99162 107375
Glyma19g00290 + Gm19 111688 111777
Glyma19g00300 + Gm19 112297 116339
Glyma19g00310 - Gm19 118296 120087
Glyma19g00320 - Gm19 120486 123353
Glyma19g00330 - Gm19 137417 137864
Glyma19g00340 - Gm19 144589 146856
Glyma19g00350 + Gm19 154281 157828
Glyma19g00360 + Gm19 159623 162757
Glyma19g00370 + Gm19 170266 173189
Glyma19g00380 - Gm19 176971 178454
Glyma19g00390 + Gm19 186845 187351
Glyma19g00400 + Gm19 194920 195925
Glyma19g00410 + Gm19 209358 222297
Glyma19g00420 + Gm19 222944 226846
Glyma19g00430 + Gm19 230645 237707
Glyma19g00440 + Gm19 241366 241903
Glyma19g00450 + Gm19 245316 246805
Glyma19g00460 - Gm19 247582 263127
Glyma19g00470 + Gm19 251102 251592
Glyma19g00480 + Gm19 266802 266901
Glyma19g00490 + Gm19 271592 276506
Glyma19g00500 + Gm19 282441 282685
Glyma19g00510 + Gm19 286532 294448
Glyma19g00520 - Gm19 296361 296600
Glyma19g00530 + Gm19 302286 306104
Glyma19g00540 + Gm19 318895 322897
Glyma19g00550 + Gm19 325121 329473
Glyma19g00560 - Gm19 334862 335631
Glyma19g00570 + Gm19 341660 343277
Glyma19g00580 - Gm19 354652 355744
Glyma19g00590 - Gm19 359288 360756
Glyma19g00600 + Gm19 377981 381919
Glyma19g00610 - Gm19 383419 391267
Glyma19g00620 + Gm19 394205 396351
Glyma19g00630 - Gm19 403237 407127
Glyma19g00640 - Gm19 409227 413197
Glyma19g00650 - Gm19 417476 420334
Glyma19g00660 + Gm19 421540 422251
Glyma19g00670 - Gm19 424043 424656
Glyma19g00680 + Gm19 426012 426257
Glyma19g00690 + Gm19 432325 432497
Glyma19g00700 - Gm19 436357 438577
Glyma19g00710 - Gm19 451320 452217
Glyma19g00720 - Gm19 455508 457545
Glyma19g00730 + Gm19 461526 461720
Glyma19g00740 - Gm19 463130 463926
Glyma19g00760 + Gm19 470075 476837
Glyma19g00770 - Gm19 481300 484405
Glyma19g00780 + Gm19 488303 498374
Glyma19g00790 - Gm19 499762 500462
Glyma19g00800 - Gm19 503107 506560
Glyma19g00810 + Gm19 507739 509880
Glyma19g00820 - Gm19 510651 512785
Glyma19g00830 + Gm19 513170 516192
Glyma19g00840 + Gm19 523398 524053
Glyma19g00850 - Gm19 529251 531095
Glyma19g00860 - Gm19 532861 535066
Glyma19g00870 + Gm19 536836 539423
Glyma19g00880 + Gm19 542045 546989
Glyma19g00890 - Gm19 548268 563692
Glyma19g00900 + Gm19 573069 580791
Glyma19g00910 + Gm19 581688 582841
Glyma19g00920 - Gm19 591288 593423
Glyma19g00930 + Gm19 603011 606638
Glyma19g00940 + Gm19 621282 624415
Glyma19g00950 - Gm19 625192 627654
Glyma19g00960 - Gm19 632224 633180
Glyma19g00970 - Gm19 637390 637869
Glyma19g00980 - Gm19 646415 652436
Glyma19g00990 + Gm19 654899 656005
Glyma19g01000 - Gm19 674409 681495
Glyma19g01010 + Gm19 703413 713689
Glyma19g01020 + Gm19 715546 716101
Glyma19g01030 + Gm19 731939 733078
Glyma19g01040 + Gm19 737876 738363
Glyma19g01050 + Gm19 740074 744844
Glyma19g01060 - Gm19 747191 753026
Glyma19g01070 - Gm19 755801 763743
Glyma19g01080 + Gm19 764759 765039
Glyma19g01090 + Gm19 768732 771727
Glyma19g01100 - Gm19 773906 777417
Glyma19g01110 + Gm19 782775 782996
Glyma19g01120 - Gm19 783644 786356
Glyma19g01130 + Gm19 796829 797654
Glyma19g01140 + Gm19 800935 803108
Glyma19g01150 + Gm19 805167 807507
Glyma19g01160 - Gm19 811198 813503
Glyma19g01170 - Gm19 814649 815661
Glyma19g01180 - Gm19 816170 817341
Glyma19g01190 - Gm19 822048 822374
Glyma19g01200 + Gm19 824186 828688
Glyma19g01210 + Gm19 829640 833602
Glyma19g01220 - Gm19 841305 843670
Glyma19g01230 + Gm19 844568 847475
Glyma19g01240 + Gm19 850494 856413
Glyma19g01250 + Gm19 861046 866111
Glyma19g01260 - Gm19 870876 876246
Glyma19g01270 - Gm19 880980 883162
Glyma19g01280 - Gm19 886534 893419
Glyma19g01290 - Gm19 899859 901015
Glyma19g01300 + Gm19 921037 924779
Glyma19g01310 - Gm19 925713 939544
Glyma19g01320 + Gm19 937577 938163
Glyma19g01330 - Gm19 963043 967475
Glyma19g01340 + Gm19 969663 970337
Glyma19g01350 - Gm19 971121 973912
Glyma19g01360 - Gm19 974859 976255
Glyma19g01370 - Gm19 976774 978208
Glyma19g01380 + Gm19 981190 984148
Glyma19g01390 - Gm19 984000 987842
Glyma19g01400 + Gm19 1008001 1014875
Glyma19g01410 + Gm19 1018604 1023221
Glyma19g01420 - Gm19 1046081 1048413
Glyma19g01430 + Gm19 1057138 1060184
Glyma19g01440 + Gm19 1063015 1063949
Glyma19g01450 + Gm19 1065513 1069134
Glyma19g01460 + Gm19 1074984 1079623
Glyma19g01470 + Gm19 1086844 1094141
Glyma19g01480 + Gm19 1098072 1106398
Glyma19g01490 + Gm19 1111705 1112667
Glyma19g01500 - Gm19 1115423 1117694
Glyma19g01510 - Gm19 1119041 1123706
Glyma19g01520 - Gm19 1127510 1127663
Glyma19g01530 - Gm19 1129046 1134132
Glyma19g01540 + Gm19 1154863 1156699
Glyma19g01550 - Gm19 1159787 1164258
Glyma19g01560 + Gm19 1179776 1182963
Glyma19g01570 + Gm19 1185397 1190464
Glyma19g01580 + Gm19 1191805 1195449
Glyma19g01590 + Gm19 1208413 1210812
Glyma19g01600 + Gm19 1215541 1216445
Glyma19g01610 + Gm19 1218874 1225239
Glyma19g01620 + Gm19 1231244 1232627
Glyma19g01630 - Gm19 1239090 1240794
Glyma19g01640 + Gm19 1254031 1256444
Glyma19g01650 - Gm19 1256807 1261177
Glyma19g01660 + Gm19 1269897 1271220
Glyma19g01670 + Gm19 1271256 1272512
Glyma19g01680 - Gm19 1266511 1271852
Glyma19g01690 - Gm19 1280601 1280820
Glyma19g01700 - Gm19 1280882 1287622
Glyma19g01710 - Gm19 1289326 1296857
Glyma19g01720 + Gm19 1309198 1310096
Glyma19g01730 + Gm19 1314245 1315067
Glyma19g01740 + Gm19 1328078 1328941
Glyma19g01750 + Gm19 1333537 1333700
Glyma19g01760 + Gm19 1343300 1344198
Glyma19g01770 + Gm19 1350359 1351233
Glyma19g01780 + Gm19 1359906 1362263
Glyma19g01790 + Gm19 1365241 1367164
Glyma19g01800 + Gm19 1383091 1383224
Glyma19g01810 + Gm19 1385174 1387946
Glyma19g01820 + Gm19 1396249 1396497
Glyma19g01830 + Gm19 1416561 1418408
Glyma19g01840 - Gm19 1428130 1430654
Glyma19g01850 - Gm19 1465063 1467787
Glyma19g01860 + Gm19 1487991 1489815
Glyma19g01870 - Gm19 1492838 1495764
Glyma19g01880 - Gm19 1499643 1504582
Glyma19g01890 - Gm19 1526388 1533192
Glyma19g01900 + Gm19 1541046 1544930
Glyma19g01910 - Gm19 1548068 1549607
Glyma19g01920 - Gm19 1560513 1577335
Glyma19g01930 + Gm19 1583850 1584067
Glyma19g01940 - Gm19 1586813 1595180
Glyma19g01950 - Gm19 1638247 1638429
Glyma19g01960 + Gm19 1638303 1640026
Glyma19g01970 - Gm19 1647027 1654192
Glyma19g01980 - Gm19 1684478 1691859
Glyma19g01990 - Gm19 1702271 1705970
Glyma19g02000 + Gm19 1705991 1706942
Glyma19g02010 - Gm19 1715081 1715792
Glyma19g02020 - Gm19 1729371 1736065
Glyma19g02030 - Gm19 1741322 1752920
Glyma19g02040 + Gm19 1754708 1754843
Glyma19g02050 + Gm19 1769795 1772537
Glyma19g02060 - Gm19 1782300 1784801
Glyma19g02070 + Gm19 1788302 1790337
Glyma19g02080 + Gm19 1794299 1798904
Glyma19g02090 - Gm19 1804002 1805752
Glyma19g02100 - Gm19 1808450 1809901
Glyma19g02110 - Gm19 1816932 1821819
Glyma19g02120 + Gm19 1830770 1831866
Glyma19g02130 - Gm19 1847520 1848470
Glyma19g02140 - Gm19 1854492 1856772
Glyma19g02150 + Gm19 1864175 1867377
Glyma19g02160 + Gm19 1874493 1876031
Glyma19g02170 - Gm19 1876453 1877539
Glyma19g02180 + Gm19 1880831 1882646
Glyma19g02190 + Gm19 1885457 1887679
Glyma19g02200 - Gm19 1890620 1892909
Glyma19g02210 + Gm19 1915305 1915433
Glyma19g02220 - Gm19 1929739 1932860
Glyma19g02230 + Gm19 1944115 1946512
Glyma19g02240 - Gm19 1955320 1956238
Glyma19g02250 + Gm19 1957993 1965280
Glyma19g02260 + Gm19 1970019 1990556
Glyma19g02270 + Gm19 2006633 2014955
Glyma19g02280 - Gm19 2017232 2024813
Glyma19g02290 + Gm19 2028074 2030654
Glyma19g02300 + Gm19 2037990 2038646
Glyma19g02310 - Gm19 2038661 2039107
Glyma19g02320 + Gm19 2042249 2046314
Glyma19g02330 - Gm19 2049560 2052489
Glyma19g02340 + Gm19 2055923 2059173
Glyma19g02350 - Gm19 2063376 2063509
Glyma19g02360 + Gm19 2077783 2082993
Glyma19g02370 + Gm19 2089161 2092341
Glyma19g02380 - Gm19 2097064 2099934
Glyma19g02390 + Gm19 2111202 2113263
Glyma19g02400 - Gm19 2120964 2123020
Glyma19g02410 + Gm19 2122053 2123030
Glyma19g02420 - Gm19 2124544 2128066
Glyma19g02430 + Gm19 2165367 2169862
Glyma19g02440 + Gm19 2182603 2185509
Glyma19g02450 + Gm19 2189343 2192766
Glyma19g02460 + Gm19 2193566 2198738
Glyma19g02470 - Gm19 2200507 2203669
Glyma19g02480 - Gm19 2209330 2213005
Glyma19g02490 - Gm19 2224632 2228247
Glyma19g02500 + Gm19 2251188 2252501
Glyma19g02510 - Gm19 2269686 2272522
Glyma19g02520 - Gm19 2306077 2316080
Glyma19g02530 - Gm19 2350498 2350707
Glyma19g02540 + Gm19 2351573 2355876
Glyma19g02550 + Gm19 2357463 2359071
Glyma19g02560 + Gm19 2360827 2368921
Glyma19g02570 - Gm19 2370114 2373832
Glyma19g02580 + Gm19 2399336 2401554
Glyma19g02590 - Gm19 2405397 2408147
Glyma19g02600 + Gm19 2434767 2436575
Glyma19g02610 + Gm19 2461849 2463075
Glyma19g02620 + Gm19 2463205 2463457
Glyma19g02630 + Gm19 2466360 2466608
Glyma19g02640 - Gm19 2502593 2504920
Glyma19g02650 + Gm19 2519971 2522550
Glyma19g02670 - Gm19 2536744 2540853
Glyma19g02680 + Gm19 2545657 2557449
Glyma19g02690 + Gm19 2570579 2578297
Glyma19g02700 - Gm19 2592676 2594138
Glyma19g02710 + Gm19 2647776 2650811
Glyma19g02720 - Gm19 2651110 2654266
Glyma19g02730 + Gm19 2674534 2678323
Glyma19g02740 - Gm19 2679238 2680373
Glyma19g02750 - Gm19 2684043 2684767
Glyma19g02760 + Gm19 2690499 2691037
Glyma19g02770 - Gm19 2697281 2697610
Glyma19g02780 + Gm19 2699218 2701769
Glyma19g02790 - Gm19 2728247 2739560
Glyma19g02800 + Gm19 2741383 2741665
Glyma19g02810 - Gm19 2743480 2745731
Glyma19g02820 - Gm19 2770728 2777842
Glyma19g02830 - Gm19 2793604 2798207
Glyma19g02840 + Gm19 2800672 2806714
Glyma19g02850 + Gm19 2863713 2865351
Glyma19g02860 - Gm19 2867139 2867469
Glyma19g02870 - Gm19 2877124 2877277
Glyma19g02880 - Gm19 2879312 2879593
Glyma19g02890 + Gm19 2968847 2971531
Glyma19g02900 - Gm19 2984334 2986917
Glyma19g02910 + Gm19 3017988 3018385
Glyma19g02920 - Gm19 3042518 3044252
Glyma19g02930 - Gm19 3045513 3046569
Glyma19g02940 + Gm19 3049370 3050629
Glyma19g02950 - Gm19 3056790 3057019
Glyma19g02970 - Gm19 3065508 3066517
Glyma19g02980 + Gm19 3087401 3089574
Glyma19g02990 + Gm19 3097377 3097750
Glyma19g03000 - Gm19 3100014 3106925
Glyma19g03010 - Gm19 3124692 3126718
Glyma19g03020 + Gm19 3149622 3153704
Glyma19g03030 + Gm19 3155101 3157822
Glyma19g03040 - Gm19 3155101 3157822
Glyma19g03050 + Gm19 3166018 3175063
Glyma19g03060 + Gm19 3179634 3181074
Glyma19g03070 - Gm19 3186635 3188895
Glyma19g03080 - Gm19 3199742 3201862
Glyma19g03090 - Gm19 3205425 3208433
Glyma19g03100 + Gm19 3211748 3212114
Glyma19g03110 + Gm19 3213567 3226934
Glyma19g03120 + Gm19 3236752 3237936
Glyma19g03130 - Gm19 3240536 3241764
Glyma19g03140 + Gm19 3244109 3248500
Glyma19g03150 - Gm19 3251945 3255107
Glyma19g03160 - Gm19 3256075 3256378
Glyma19g03170 + Gm19 3258036 3258898
Glyma19g03180 - Gm19 3262736 3263864
Glyma19g03190 - Gm19 3265083 3266748
Glyma19g03200 - Gm19 3268145 3268574
Glyma19g03210 - Gm19 3272709 3273869
Glyma19g03220 - Gm19 3274475 3281542
Glyma19g03230 + Gm19 3283953 3284354
Glyma19g03240 + Gm19 3288575 3288763
Glyma19g03250 - Gm19 3290855 3295587
Glyma19g03260 - Gm19 3300423 3302782
Glyma19g03270 + Gm19 3305238 3305420
Glyma19g03280 + Gm19 3312891 3312992
Glyma19g03290 - Gm19 3321967 3326363
Glyma19g03300 - Gm19 3330141 3330356
Glyma19g03310 + Gm19 3332136 3332947
Glyma19g03320 - Gm19 3336041 3336324
Glyma19g03330 + Gm19 3337878 3338043
Glyma19g03340 - Gm19 3339723 3340127
Glyma19g03350 - Gm19 3346467 3347977
Glyma19g03360 + Gm19 3360172 3360385
Glyma19g03370 - Gm19 3362121 3370343
Glyma19g03380 + Gm19 3385826 3389180
Glyma19g03390 + Gm19 3392344 3396561
Glyma19g03400 + Gm19 3412104 3413921
Glyma19g03410 + Gm19 3423655 3427462
Glyma19g03420 + Gm19 3441845 3444979
Glyma19g03430 - Gm19 3447002 3451091
Glyma19g03440 - Gm19 3455908 3467363
Glyma19g03450 + Gm19 3476687 3478072
Glyma19g03460 + Gm19 3481792 3488110
Glyma19g03470 + Gm19 3492051 3492621
Glyma19g03480 - Gm19 3495811 3497505
Glyma19g03490 + Gm19 3513358 3524347
Glyma19g03500 - Gm19 3525397 3528363
Glyma19g03510 + Gm19 3537195 3539914
Glyma19g03520 - Gm19 3541990 3544242
Glyma19g03530 + Gm19 3547703 3551554
Glyma19g03540 + Gm19 3555053 3555153
Glyma19g03550 + Gm19 3556138 3556611
Glyma19g03560 - Gm19 3563275 3577181
Glyma19g03570 + Gm19 3599664 3600590
Glyma19g03580 - Gm19 3617092 3619623
Glyma19g03590 + Gm19 3628127 3637259
Glyma19g03600 - Gm19 3639233 3641207
Glyma19g03610 - Gm19 3650849 3660454
Glyma19g03620 - Gm19 3678231 3679809
Glyma19g03630 - Gm19 3682855 3683758
Glyma19g03640 - Gm19 3687833 3688569
Glyma19g03650 + Gm19 3697344 3697821
Glyma19g03660 + Gm19 3698232 3698781
Glyma19g03670 - Gm19 3699602 3701304
Glyma19g03680 + Gm19 3703005 3703261
Glyma19g03690 - Gm19 3704463 3705523
Glyma19g03700 + Gm19 3707516 3708035
Glyma19g03710 + Gm19 3721607 3725450
Glyma19g03730 - Gm19 3748793 3750670
Glyma19g03740 - Gm19 3757846 3758091
Glyma19g03750 + Gm19 3758553 3758750
Glyma19g03760 - Gm19 3763949 3765703
Glyma19g03770 - Gm19 3769271 3770665
Glyma19g03780 - Gm19 3778534 3778666
Glyma19g03790 - Gm19 3782109 3782314
Glyma19g03800 + Gm19 3788186 3788404
Glyma19g03810 + Gm19 3799586 3802157
Glyma19g03820 - Gm19 3809737 3812903
Glyma19g03830 + Gm19 3839558 3839814
Glyma19g03840 + Gm19 3840024 3840141
Glyma19g03850 - Gm19 3841424 3843500
Glyma19g03860 + Gm19 3852759 3853774
Glyma19g03870 + Gm19 3902775 3905230
Glyma19g03880 + Gm19 3939744 3940122
Glyma19g03890 - Gm19 3942044 3942182
Glyma19g03900 - Gm19 3949138 3949943
Glyma19g03910 - Gm19 3952707 3954583
Glyma19g03920 - Gm19 3971342 3973163
Glyma19g03930 - Gm19 3987485 3987753
Glyma19g03940 + Gm19 4004277 4006627
Glyma19g03950 + Gm19 4016350 4020091
Glyma19g03960 - Gm19 4017713 4020091
Glyma19g03970 - Gm19 4023776 4031975
Glyma19g03980 + Gm19 4032840 4033011
Glyma19g03990 + Gm19 4079984 4080103
Glyma19g04000 - Gm19 4082099 4082671
Glyma19g04010 - Gm19 4109544 4110620
Glyma19g04020 - Gm19 4135708 4137666
Glyma19g04030 - Gm19 4141821 4147633
Glyma19g04040 + Gm19 4162539 4165276
Glyma19g04050 - Gm19 4166114 4168346
Glyma19g04060 - Gm19 4181001 4181266
Glyma19g04070 + Gm19 4194502 4197319
Glyma19g04080 - Gm19 4197406 4199862
Glyma19g04090 - Gm19 4204361 4204504
Glyma19g04100 - Gm19 4217141 4218554
Glyma19g04110 - Gm19 4222170 4229487
Glyma19g04120 - Gm19 4230915 4232915
Glyma19g04130 - Gm19 4235447 4235950
Glyma19g04140 - Gm19 4239148 4241485
Glyma19g04150 - Gm19 4244700 4245728
Glyma19g04160 + Gm19 4246224 4246723
Glyma19g04170 - Gm19 4253515 4253955
Glyma19g04180 + Gm19 4266295 4268637
Glyma19g04190 - Gm19 4269582 4274682
Glyma19g04200 + Gm19 4276940 4277290
Glyma19g04210 + Gm19 4287273 4291807
Glyma19g04220 - Gm19 4292034 4295120
Glyma19g04230 + Gm19 4300448 4307503
Glyma19g04240 - Gm19 4320507 4323587
Glyma19g04250 - Gm19 4332201 4336011
Glyma19g04270 + Gm19 4388564 4388701
Glyma19g04280 - Gm19 4398514 4406756
Glyma19g04290 + Gm19 4412688 4415081
Glyma19g04300 - Gm19 4418163 4418971
Glyma19g04320 + Gm19 4476420 4482784
Glyma19g04330 + Gm19 4500086 4500605
Glyma19g04340 - Gm19 4521406 4527582
Glyma19g04350 + Gm19 4533713 4533872
Glyma19g04360 + Gm19 4542685 4543208
Glyma19g04370 + Gm19 4554218 4554538
Glyma19g04380 - Gm19 4565578 4567312
Glyma19g04390 + Gm19 4578747 4581630
Glyma19g04400 - Gm19 4583024 4584803
Glyma19g04410 + Gm19 4588587 4590147
Glyma19g04420 + Gm19 4591653 4592501
Glyma19g04430 + Gm19 4599518 4600405
Glyma19g04440 + Gm19 4622974 4624589
Glyma19g04450 + Gm19 4625496 4626575
Glyma19g04460 + Gm19 4638985 4639797
Glyma19g04470 + Gm19 4646776 4647877
Glyma19g04480 + Gm19 4677953 4678831
Glyma19g04490 + Gm19 4689301 4690175
Glyma19g04500 - Gm19 4696572 4696691
Glyma19g04510 - Gm19 4728834 4731112
Glyma19g04520 + Gm19 4730607 4732642
Glyma19g04530 - Gm19 4737638 4737840
Glyma19g04540 + Gm19 4756138 4757069
Glyma19g04550 - Gm19 4756672 4758113
